pc_result_tag,sid,cid,PUBCHEM_EXT_DATASOURCE_SMILES,activity_outcome,activity_score,activity_url,assay_data_comment,activity_summary,antagonist_activity,antagonist_potency,antagonist_efficacy,viability_activity,viability_potency,viability_efficacy,sample_source
179,144203730,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
181,144203732,39562,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
182,144203733,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Inconclusive,20.0,,,active agonist,active agonist,1.80025,76.12,inactive,,0.0,"Prestwick Chemical, Inc."
183,144203734,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
184,144203735,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Inconclusive,20.0,,,active agonist,active agonist,12.3481,63.5148,inactive,,0.0,"Prestwick Chemical, Inc."
185,144203736,3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
186,144203737,4170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
187,144203738,65710,CC1=CC=CC=C1CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Active,45.0,,,active antagonist,active antagonist,5.95572,-29.5069,inactive,,0.0,SigmaAldrich
188,144203739,4168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
189,144203740,4122,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,Inconclusive,20.0,,,active agonist,active agonist,2.51151,29.8372,inactive,,0.0,Microsource
191,144203742,4184,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
192,144203743,5353788,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
193,144203744,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
194,144203745,13758,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCC[NH+](C)C.[Cl-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
195,144203746,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
196,144203747,119442,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive antagonist,25.1151,-32.9096,BIOMOL
198,144203749,4032,CC1(C2CCC(C2)C1(C)NC)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
199,144203750,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
201,144203752,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
202,144203753,4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
203,144203754,4500,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
204,144203755,4567,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
205,144203756,4418,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
207,144203758,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
208,144203759,4472,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
209,144203760,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Inconclusive,20.0,,,active agonist,active agonist,0.0219584,70.3286,inactive,,0.0,SigmaAldrich
212,144203763,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Active,43.0,,,active antagonist,active antagonist,25.6016,-31.9522,inactive,,0.0,BIOMOL
213,144203764,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
214,144203765,39214,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
215,144203766,4581,C1=CC(=CC=C1C(CN)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
216,144203767,4628,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
217,144203768,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
218,144203769,4626,C1C(CN(C1=O)CC(=O)N)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
220,144203771,4847,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
221,144203772,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
222,144203773,4671,CCCCCCCCCCCCCCCC(=O)NCCO,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
223,144203774,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
224,144203775,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0.0,,,inactive,inactive,,0.0,active antagonist,7.4978,-42.8553,BIOMOL
225,144203776,40632,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
226,144203777,6084,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
227,144203778,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
228,144203779,4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive antagonist,31.618,-38.4895,BIOMOL
229,144203780,4843,C1CC(=O)N(C1)CC(=O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
230,144203781,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
231,144203782,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
232,144203783,1676,CCCN1C2=C(C(=O)NC1=O)NC=N2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
234,144203785,5917,C1CCC2=NN=NN2CC1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
236,144203787,61100,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,Inconclusive,20.0,,,active agonist,active agonist,1.94386,64.1277,inactive,,0.0,"Prestwick Chemical, Inc."
237,144203788,1046,C1=CN=C(C=N1)C(=O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
238,144203789,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
239,144203790,4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
241,144203792,9373,CN(CC#C)CC1=CC=CC=C1.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
242,144203793,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
244,144203795,6603149,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
245,144203796,4850,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
246,144203797,4913,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
247,144203798,4938,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
248,144203799,5795,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
249,144203800,5702242,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
250,144203801,3001055,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
251,144203802,5074,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
252,144203803,5070,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,Inconclusive,20.0,,,active agonist,active agonist,9.43918,90.963,inactive,,0.0,BIOMOL
253,144203804,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
254,144203805,68712,C1CC1C(C2CC2)NC3=NCCO3,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive antagonist,33.4915,-45.4799,BIOMOL
255,144203806,54900,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,Active,100.0,,,active antagonist,active antagonist,0.0128312,-156.585,active antagonist,17.4422,-86.9983,SigmaAldrich
256,144203807,5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
257,144203808,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,Inconclusive,20.0,,,active agonist,active agonist,2.6424,116.511,inactive,,0.0,"Prestwick Chemical, Inc."
258,144203809,56959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
259,144203810,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Inconclusive,20.0,,,active agonist,active agonist,2.66032,55.2389,inactive,,0.0,Microsource
260,144203811,5268,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
261,144203812,5253,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
262,144203813,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
263,144203814,131746,C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
264,144203815,72124,CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=NC)NC#N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Tocris
266,144203817,2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
267,144203818,8515,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,Inconclusive,20.0,,,active agonist,active agonist,4.73079,74.8958,inconclusive agonist,28.1796,373.296,SigmaAldrich
270,144203821,1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
271,144203822,3448,C1CNCC2=C1C(=O)NO2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
272,144203823,656665,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
274,144203825,5387,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
275,144203826,5426,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
276,144203827,5702214,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
277,144203828,1123,C(CS(=O)(=O)O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
279,144203830,5505,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
281,144203832,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
283,144203834,5546,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,Inconclusive,20.0,,,active agonist,active agonist,10.5909,53.7304,active agonist,20.3361,89.6966,SigmaAldrich
284,144203835,5429,CN1C=NC2=C1C(=O)NC(=O)N2C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
285,144203836,864,C1CSSC1CCCCC(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
286,144203837,62935,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
287,144203838,2052,C1=CC(=C(C=C1C=C(C#N)C#N)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
289,144203840,1359,C1=CC=C(C(=C1)C(F)(F)F)N2C=CN=C2,Active,52.0,,,active antagonist,active antagonist,6.94386,-99.3916,inactive,,0.0,SigmaAldrich
291,144203842,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,NIEHS
292,144203843,54840,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
293,144203844,671690,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
295,144203846,5405,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
297,144203848,5593,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,Active,45.0,,,active antagonist,active antagonist,28.1796,-80.3854,inactive,,0.0,BIOMOL
298,144203849,5639,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,Inactive,0.0,,,inactive,inactive,,0.0,inconclusive antagonist,21.1317,-27.8857,BIOMOL
299,144203850,2435,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
300,144203851,2520,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,Inactive,0.0,,,inactive,inactive,,0.0,active antagonist,13.3332,-39.7491,BIOMOL
301,144203852,5665,C=CC(CCC(=O)O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
303,144203854,5707,CC1=C(C(=CC=C1)C)NC2=NCCCS2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
304,144203855,155774,C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
305,144203856,5282386,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
306,144203857,135399235,CCCOC1=CC=CC=C1C2=NC3=NNN=C3C(=O)N2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
307,144203858,5723,COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
308,144203859,6100,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
309,144203860,31195,C(P(=O)(O)[O-])(P(=O)(O)[O-])(Cl)Cl.[Na+].[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
310,144203861,23663954,C1=CC(=CN=C1)CC2=CC3=C(C=C2)OC(=C3)C(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
311,144203862,71399,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl.C(CC(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
312,144203863,23681233,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC(=C(C=C1)Cl)Cl.[Na+],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
313,144203864,60196260,CC1(CCCC(N1C)(C)C)C.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
314,144203865,11953895,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
315,144203866,54670067,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SIGMA
316,144203867,135445761,C[N+]1=CC=CC=C1/C=N/O.[Cl-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
317,144203868,5803,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)O)I)I)O,Inconclusive,20.0,,,active agonist,active agonist,0.00240067,42.068,inactive,,0.0,"Prestwick Chemical, Inc."
319,144203870,5857,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
320,144203871,5883,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
322,144203873,3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
323,144203874,4174,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
327,144203878,45105092,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC=C1[N+](C)(C)C)C(=O)OC2=CC=CC=C2[N+](C)(C)C.[Br-].[Br-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
329,144203880,5324,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
330,144203881,5995,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Inconclusive,20.0,,,active agonist,active agonist,0.469893,57.3916,inactive,,0.0,"Prestwick Chemical, Inc."
331,144203882,5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
332,144203883,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
333,144203884,6009,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
334,144203885,4055,CC1=CC(=O)C2=CC=CC=C2C1=O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
335,144203886,3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,Inconclusive,20.0,,,active agonist,active agonist,4.55268,79.621,inconclusive antagonist,28.1796,-30.5357,NIEHS
337,144203888,938,C1=CC(=CN=C1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
338,144203889,6047,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,BIOMOL
339,144203890,6048,C1CN=C(N1)CC2=CC=CC=C2.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
340,144203891,60196261,C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O.OS(=O)(=O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
341,144203892,1349907,CN1C=CNC1=S,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
342,144203893,2206,CC1=CC(=O)N(N1C)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
343,144203894,6093,C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
344,144203895,4044,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
345,144203896,2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
346,144203897,6103,C1=CC2=C(C=C1Cl)N=C(O2)N,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,Microsource
347,144203898,4754,CCOC1=CC=C(C=C1)NC(=O)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,SigmaAldrich
348,144203899,6114,CC(C[N+](C)(C)C)OC(=O)C.[Cl-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
349,144203900,6126,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-],Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
350,144203901,6135,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O.OP(=O)(O)O,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
352,144203903,2310,CCC1(CC(=O)NC(=O)C1)C,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
354,144203905,54686764,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
355,144203906,54704426,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,Inactive,0.0,,,inactive,inactive,,0.0,inactive,,0.0,"Prestwick Chemical, Inc."
