PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
141,144203692,6207,C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
142,144203693,3396,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
143,144203694,3433,CC1=NC2=C(N1)C(=O)N(C(=O)N2CC3=CC=CO3)C,Inconclusive,20.0,,,active agonist,active agonist,29.8493,54.9166,inactive,,0,BIOMOL
144,144203695,3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,33.4915,-84.3322,inconclusive antagonist,29.8493,-48.6657,BIOMOL
145,144203696,3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
146,144203697,3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,29.8493,-86.0989,active antagonist,29.8493,-72.9004,BIOMOL
147,144203698,3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
148,144203699,3373,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
149,144203700,3442,CCCCC1=CN=C(C=C1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
150,144203701,3385,C1=C(C(=O)NC(=O)N1)F,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,11.2185,-30.4215,inactive,,0,NIEHS
151,144203702,3356,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
152,144203703,3341,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
153,144203704,5702160,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
154,144203705,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
155,144203706,3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,33.4915,-32.0658,inactive,,0,SigmaAldrich
156,144203707,3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
157,144203708,3446,C1CCC(CC1)(CC(=O)O)CN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
158,144203709,3488,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
159,144203710,71401,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,22.3838,-40.002,BIOMOL
160,144203711,135398740,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
161,144203712,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,Inconclusive,20.0,,,active agonist,active agonist,4.55268,252.599,inactive,,0,SigmaAldrich
162,144203713,3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
163,144203714,9351,C1=CC=C2C(=C1)C=NN=C2NN.Cl,Inconclusive,20.0,,,active agonist,active agonist,11.3588,86.7139,inactive,,0,"Prestwick Chemical, Inc."
164,144203715,5702293,C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O.C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
165,144203716,3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
166,144203717,774,C1=C(NC=N1)CCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
167,144203718,681,C1=CC(=C(C=C1CCN)O)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,32.2305,-34.2156,BIOMOL
168,144203719,3657,C(=O)(N)NO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
169,144203720,785,C1=CC(=CC=C1O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,NIEHS
170,144203721,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
171,144203722,55918,C1CC(=O)NN=C1C2=CC=C(C=C2)N3C=CN=C3,Active,52.0,,,active antagonist,active antagonist,7.21552,-100.357,inactive,,0,SigmaAldrich
172,144203723,3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
173,144203724,54459,C1CN=C(N1)C2COC3=CC=CC=C3O2,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,25.6016,-96.1165,active antagonist,22.3838,-63.1881,BIOMOL
174,144203725,3696,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
175,144203726,133621,CCN1C=CN=C1CC2COC3=CC=CC=C3O2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
176,144203727,3827,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
177,144203728,3932,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
178,144203729,3965,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
179,144203730,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
180,144203731,3955,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,28.1796,-100.686,active antagonist,14.9601,-59.0908,BIOMOL
181,144203732,39562,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
182,144203733,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Inconclusive,20.0,,,active agonist,active agonist,1.80025,76.12,inactive,,0,"Prestwick Chemical, Inc."
183,144203734,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
184,144203735,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Inconclusive,20.0,,,active agonist,active agonist,12.3481,63.5148,inactive,,0,"Prestwick Chemical, Inc."
185,144203736,3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
186,144203737,4170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
187,144203738,65710,CC1=CC=CC=C1CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Active,45.0,,,active antagonist,active antagonist,5.95572,-29.5069,inactive,,0,SigmaAldrich
188,144203739,4168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
189,144203740,4122,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,Inconclusive,20.0,,,active agonist,active agonist,2.51151,29.8372,inactive,,0,Microsource
190,144203741,4810,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,6.38752,-26.479,inactive,,0,"Prestwick Chemical, Inc."
191,144203742,4184,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
192,144203743,5353788,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
193,144203744,4201,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
194,144203745,13758,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCC[NH+](C)C.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
195,144203746,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
196,144203747,119442,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,25.1151,-32.9096,BIOMOL
197,144203748,51082,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,7.4473,-109.442,active antagonist,4.52202,-58.5431,"Prestwick Chemical, Inc."
198,144203749,4032,CC1(C2CCC(C2)C1(C)NC)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
199,144203750,4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
200,144203751,4011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,33.4915,-59.3566,inconclusive antagonist,31.618,-34.1734,BIOMOL
201,144203752,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
202,144203753,4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
203,144203754,4500,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
204,144203755,4567,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
205,144203756,4418,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
206,144203757,4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,26.6032,62.9642,inactive,,0,BIOMOL
207,144203758,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
208,144203759,4472,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
209,144203760,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Inconclusive,20.0,,,active agonist,active agonist,0.0219584,70.3286,inactive,,0,SigmaAldrich
210,144203761,71398,C[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](C)CC2=CC(=C(C=C2)O)O,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,4.21632,23.1754,inactive,,0,"Prestwick Chemical, Inc."
211,144203762,4474,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,28.7255,-71.9623,active antagonist,22.8175,-70.7548,BIOMOL
212,144203763,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Active,43.0,,,active antagonist,active antagonist,25.6016,-31.9522,inactive,,0,BIOMOL
213,144203764,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
214,144203765,39214,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
215,144203766,4581,C1=CC(=CC=C1C(CN)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
216,144203767,4628,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
217,144203768,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
218,144203769,4626,C1C(CN(C1=O)CC(=O)N)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
219,144203770,4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,28.1796,-49.4895,inconclusive antagonist,29.8493,-55.5256,SigmaAldrich
220,144203771,4847,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
221,144203772,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
222,144203773,4671,CCCCCCCCCCCCCCCC(=O)NCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
223,144203774,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
224,144203775,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0.0,,,inactive,inactive,,0,active antagonist,7.4978,-42.8553,BIOMOL
225,144203776,40632,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
226,144203777,6084,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
227,144203778,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
228,144203779,4932,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,31.618,-38.4895,BIOMOL
229,144203780,4843,C1CC(=O)N(C1)CC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
230,144203781,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
231,144203782,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
232,144203783,1676,CCCN1C2=C(C(=O)NC1=O)NC=N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
233,144203784,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,5.37443,-30.9388,inconclusive antagonist,10.7234,-56.507,"Prestwick Chemical, Inc."
234,144203785,5917,C1CCC2=NN=NN2CC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
235,144203786,5887,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,Inconclusive,10.0,,,inconclusive agonist (cytotoxic),inconclusive agonist,9.02261,50.5045,inconclusive antagonist,13.4999,-32.7821,"Prestwick Chemical, Inc."
236,144203787,61100,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,Inconclusive,20.0,,,active agonist,active agonist,1.94386,64.1277,inactive,,0,"Prestwick Chemical, Inc."
237,144203788,1046,C1=CN=C(C=N1)C(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
238,144203789,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
239,144203790,4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
240,144203791,24351,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C.Cl,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,32.2305,-39.6827,active antagonist,31.0171,-39.3312,SIGMA
241,144203792,9373,CN(CC#C)CC1=CC=CC=C1.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
242,144203793,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
243,144203794,4781,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,NCI
244,144203795,6603149,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
245,144203796,4850,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
246,144203797,4913,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
247,144203798,4938,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
248,144203799,5795,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
249,144203800,5702242,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
250,144203801,3001055,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
251,144203802,5074,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
252,144203803,5070,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,Inconclusive,20.0,,,active agonist,active agonist,9.43918,90.963,inactive,,0,BIOMOL
253,144203804,5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
254,144203805,68712,C1CC1C(C2CC2)NC3=NCCO3,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,33.4915,-45.4799,BIOMOL
255,144203806,54900,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,Active,100.0,,,active antagonist,active antagonist,0.0128312,-156.585,active antagonist,17.4422,-86.9983,SigmaAldrich
256,144203807,5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
257,144203808,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,Inconclusive,20.0,,,active agonist,active agonist,2.6424,116.511,inactive,,0,"Prestwick Chemical, Inc."
258,144203809,56959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
259,144203810,37542,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Inconclusive,20.0,,,active agonist,active agonist,2.66032,55.2389,inactive,,0,Microsource
260,144203811,5268,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
261,144203812,5253,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
262,144203813,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
263,144203814,131746,C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
264,144203815,72124,CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=NC)NC#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Tocris
265,144203816,5233,CC(C)COC(=O)OCN1C(=O)CN(CC1=O)CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,SigmaAldrich
266,144203817,2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
267,144203818,8515,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,Inconclusive,20.0,,,active agonist,active agonist,4.73079,74.8958,inconclusive agonist,28.1796,373.296,SigmaAldrich
268,144203819,5154,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,11.8832,-117.7,active antagonist,14.9601,-93.8643,"Prestwick Chemical, Inc."
269,144203820,5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,21.1317,-95.0409,inconclusive antagonist,18.8336,-75.2186,BIOMOL
270,144203821,1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
271,144203822,3448,C1CNCC2=C1C(=O)NO2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
272,144203823,656665,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
273,144203824,24871267,CCCCNC1=C2C=NN(C2=NC(=C1C(=O)OCC)C)CC.Cl,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,35.476,-41.6723,inactive,,0,Tocris
274,144203825,5387,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
275,144203826,5426,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
276,144203827,5702214,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
277,144203828,1123,C(CS(=O)(=O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
278,144203829,941650,CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,26.6032,-63.3308,active antagonist,27.644,-93.1084,Timtec
279,144203830,5505,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
280,144203831,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,0.195704,-102.031,active antagonist,0.228175,-58.7169,SigmaAldrich
281,144203832,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
282,144203833,5610,C1=CC(=CC=C1CCN)O,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,29.8493,-29.709,inactive,,0,BIOMOL
283,144203834,5546,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,Inconclusive,20.0,,,active agonist,active agonist,10.5909,53.7304,active agonist,20.3361,89.6966,SigmaAldrich
284,144203835,5429,CN1C=NC2=C1C(=O)NC(=O)N2C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
285,144203836,864,C1CSSC1CCCCC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
