PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
132,144203683.0,3019.0,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
133,144203684.0,3108.0,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,25.1151,-40.0112,active agonist,10.5909,761.367,BIOMOL
134,144203685.0,4943.0,CC(C)C1=C(C(=CC=C1)C(C)C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
135,144203686.0,9363.0,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
136,144203687.0,9363.0,CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
137,144203688.0,53708.0,CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
138,144203689.0,8307.0,CC[N+](C)(C)C1=CC(=CC=C1)O.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
139,144203690.0,72016.0,CCC1(CC2=CC=CC=C2O1)C3=NCCN3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
140,144203691.0,3194.0,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,28.7255,-83.9101,active antagonist,27.644,-110.985,SigmaAldrich
141,144203692.0,6207.0,C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
142,144203693.0,3396.0,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
143,144203694.0,3433.0,CC1=NC2=C(N1)C(=O)N(C(=O)N2CC3=CC=CO3)C,Inconclusive,20.0,,,active agonist,active agonist,29.8493,54.9166,inactive,,0,BIOMOL
144,144203695.0,3386.0,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,33.4915,-84.3322,inconclusive antagonist,29.8493,-48.6657,BIOMOL
145,144203696.0,3331.0,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
146,144203697.0,3372.0,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,29.8493,-86.0989,active antagonist,29.8493,-72.9004,BIOMOL
147,144203698.0,3339.0,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
148,144203699.0,3373.0,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
149,144203700.0,3442.0,CCCCC1=CN=C(C=C1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
150,144203701.0,3385.0,C1=C(C(=O)NC(=O)N1)F,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,11.2185,-30.4215,inactive,,0,NIEHS
151,144203702.0,3356.0,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
152,144203703.0,3341.0,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
153,144203704.0,5702160.0,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
154,144203705.0,3397.0,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
155,144203706.0,3333.0,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,33.4915,-32.0658,inactive,,0,SigmaAldrich
156,144203707.0,3478.0,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
157,144203708.0,3446.0,C1CCC(CC1)(CC(=O)O)CN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
158,144203709.0,3488.0,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
159,144203710.0,71401.0,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,22.3838,-40.002,BIOMOL
160,144203711.0,135398740.0,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
161,144203712.0,5280961.0,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,Inconclusive,20.0,,,active agonist,active agonist,4.55268,252.599,inactive,,0,SigmaAldrich
162,144203713.0,3559.0,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
163,144203714.0,9351.0,C1=CC=C2C(=C1)C=NN=C2NN.Cl,Inconclusive,20.0,,,active agonist,active agonist,11.3588,86.7139,inactive,,0,"Prestwick Chemical, Inc."
164,144203715.0,5702293.0,C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O.C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
165,144203716.0,3639.0,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
166,144203717.0,774.0,C1=C(NC=N1)CCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
167,144203718.0,681.0,C1=CC(=C(C=C1CCN)O)O,Inactive,0.0,,,inactive,inactive,,0,active antagonist,32.2305,-34.2156,BIOMOL
168,144203719.0,3657.0,C(=O)(N)NO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
169,144203720.0,785.0,C1=CC(=CC=C1O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,NIEHS
170,144203721.0,3672.0,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
171,144203722.0,55918.0,C1CC(=O)NN=C1C2=CC=C(C=C2)N3C=CN=C3,Active,52.0,,,active antagonist,active antagonist,7.21552,-100.357,inactive,,0,SigmaAldrich
172,144203723.0,3779.0,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
173,144203724.0,54459.0,C1CN=C(N1)C2COC3=CC=CC=C3O2,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,25.6016,-96.1165,active antagonist,22.3838,-63.1881,BIOMOL
174,144203725.0,3696.0,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
175,144203726.0,133621.0,CCN1C=CN=C1CC2COC3=CC=CC=C3O2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
176,144203727.0,3827.0,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
177,144203728.0,3932.0,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
178,144203729.0,3965.0,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
179,144203730.0,3878.0,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
180,144203731.0,3955.0,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,28.1796,-100.686,active antagonist,14.9601,-59.0908,BIOMOL
181,144203732.0,39562.0,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
182,144203733.0,3899.0,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Inconclusive,20.0,,,active agonist,active agonist,1.80025,76.12,inactive,,0,"Prestwick Chemical, Inc."
183,144203734.0,3676.0,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
184,144203735.0,3883.0,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Inconclusive,20.0,,,active agonist,active agonist,12.3481,63.5148,inactive,,0,"Prestwick Chemical, Inc."
185,144203736.0,3957.0,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
186,144203737.0,4170.0,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
187,144203738.0,65710.0,CC1=CC=CC=C1CNC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O,Active,45.0,,,active antagonist,active antagonist,5.95572,-29.5069,inactive,,0,SigmaAldrich
188,144203739.0,4168.0,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
189,144203740.0,4122.0,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,Inconclusive,20.0,,,active agonist,active agonist,2.51151,29.8372,inactive,,0,Microsource
190,144203741.0,4810.0,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,6.38752,-26.479,inactive,,0,"Prestwick Chemical, Inc."
191,144203742.0,4184.0,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
192,144203743.0,5353788.0,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
193,144203744.0,4201.0,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
194,144203745.0,13758.0,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCC[NH+](C)C.[Cl-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
195,144203746.0,896.0,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
196,144203747.0,119442.0,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,25.1151,-32.9096,BIOMOL
197,144203748.0,51082.0,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,7.4473,-109.442,active antagonist,4.52202,-58.5431,"Prestwick Chemical, Inc."
198,144203749.0,4032.0,CC1(C2CCC(C2)C1(C)NC)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
199,144203750.0,4054.0,CC12CC3CC(C1)(CC(C3)(C2)N)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
200,144203751.0,4011.0,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,33.4915,-59.3566,inconclusive antagonist,31.618,-34.1734,BIOMOL
201,144203752.0,4507.0,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
202,144203753.0,4497.0,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
203,144203754.0,4500.0,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
204,144203755.0,4567.0,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
205,144203756.0,4418.0,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
206,144203757.0,4488.0,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,26.6032,62.9642,inactive,,0,BIOMOL
207,144203758.0,4495.0,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
208,144203759.0,4472.0,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
209,144203760.0,4477.0,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Inconclusive,20.0,,,active agonist,active agonist,0.0219584,70.3286,inactive,,0,SigmaAldrich
210,144203761.0,71398.0,C[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](C)CC2=CC(=C(C=C2)O)O,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,4.21632,23.1754,inactive,,0,"Prestwick Chemical, Inc."
211,144203762.0,4474.0,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,28.7255,-71.9623,active antagonist,22.8175,-70.7548,BIOMOL
212,144203763.0,4485.0,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Active,43.0,,,active antagonist,active antagonist,25.6016,-31.9522,inactive,,0,BIOMOL
213,144203764.0,4493.0,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
214,144203765.0,39214.0,CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
215,144203766.0,4581.0,C1=CC(=CC=C1C(CN)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
216,144203767.0,4628.0,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
217,144203768.0,4636.0,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
218,144203769.0,4626.0,C1C(CN(C1=O)CC(=O)N)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
219,144203770.0,4615.0,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,28.1796,-49.4895,inconclusive antagonist,29.8493,-55.5256,SigmaAldrich
220,144203771.0,4847.0,CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
221,144203772.0,4828.0,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
222,144203773.0,4671.0,CCCCCCCCCCCCCCCC(=O)NCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
223,144203774.0,4740.0,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
224,144203775.0,16362.0,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0.0,,,inactive,inactive,,0,active antagonist,7.4978,-42.8553,BIOMOL
225,144203776.0,40632.0,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
226,144203777.0,6084.0,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
227,144203778.0,4927.0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
228,144203779.0,4932.0,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,31.618,-38.4895,BIOMOL
229,144203780.0,4843.0,C1CC(=O)N(C1)CC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
230,144203781.0,4992.0,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
231,144203782.0,54676228.0,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
232,144203783.0,1676.0,CCCN1C2=C(C(=O)NC1=O)NC=N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
233,144203784.0,4748.0,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,5.37443,-30.9388,inconclusive antagonist,10.7234,-56.507,"Prestwick Chemical, Inc."
234,144203785.0,5917.0,C1CCC2=NN=NN2CC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
235,144203786.0,5887.0,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,Inconclusive,10.0,,,inconclusive agonist (cytotoxic),inconclusive agonist,9.02261,50.5045,inconclusive antagonist,13.4999,-32.7821,"Prestwick Chemical, Inc."
236,144203787.0,61100.0,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,Inconclusive,20.0,,,active agonist,active agonist,1.94386,64.1277,inactive,,0,"Prestwick Chemical, Inc."
237,144203788.0,1046.0,C1=CN=C(C=N1)C(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
238,144203789.0,4909.0,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
239,144203790.0,4848.0,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
240,144203791.0,24351.0,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C.Cl,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,32.2305,-39.6827,active antagonist,31.0171,-39.3312,SIGMA
241,144203792.0,9373.0,CN(CC#C)CC1=CC=CC=C1.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
242,144203793.0,4781.0,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
243,144203794.0,4781.0,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,NCI
244,144203795.0,6603149.0,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
245,144203796.0,4850.0,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
246,144203797.0,4913.0,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
247,144203798.0,4938.0,CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
248,144203799.0,5795.0,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
249,144203800.0,5702242.0,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
250,144203801.0,3001055.0,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
251,144203802.0,5074.0,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
252,144203803.0,5070.0,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,Inconclusive,20.0,,,active agonist,active agonist,9.43918,90.963,inactive,,0,BIOMOL
253,144203804.0,5073.0,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
254,144203805.0,68712.0,C1CC1C(C2CC2)NC3=NCCO3,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,33.4915,-45.4799,BIOMOL
255,144203806.0,54900.0,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,Active,100.0,,,active antagonist,active antagonist,0.0128312,-156.585,active antagonist,17.4422,-86.9983,SigmaAldrich
256,144203807.0,5095.0,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
257,144203808.0,445154.0,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,Inconclusive,20.0,,,active agonist,active agonist,2.6424,116.511,inactive,,0,"Prestwick Chemical, Inc."
258,144203809.0,56959.0,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Microsource
259,144203810.0,37542.0,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Inconclusive,20.0,,,active agonist,active agonist,2.66032,55.2389,inactive,,0,Microsource
260,144203811.0,5268.0,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
261,144203812.0,5253.0,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
262,144203813.0,5335.0,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
263,144203814.0,131746.0,C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
264,144203815.0,72124.0,CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=NC)NC#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Tocris
265,144203816.0,5233.0,CC(C)COC(=O)OCN1C(=O)CN(CC1=O)CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,SigmaAldrich
266,144203817.0,2083.0,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
267,144203818.0,8515.0,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,Inconclusive,20.0,,,active agonist,active agonist,4.73079,74.8958,inconclusive agonist,28.1796,373.296,SigmaAldrich
268,144203819.0,5154.0,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,11.8832,-117.7,active antagonist,14.9601,-93.8643,"Prestwick Chemical, Inc."
269,144203820.0,5265.0,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,21.1317,-95.0409,inconclusive antagonist,18.8336,-75.2186,BIOMOL
270,144203821.0,1548887.0,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
